EAN;Produto;Preço (R$);Link
4005900903273;Sérum Facial Ultraleve Eucerin Anti-pigment Pele Oleosa 30mL;281.0;https://www.drogaven.com.br/serum-facial-ultraleve-eucerin-anti-pigment-pele-oleosa-30ml/p
7898832959855;NECESSAIRE ALIAH MAQ. MEDIA QUADRADA ROSA;10.77;https://www.drogaven.com.br/necessaire-aliah-maq-media-quadrada-rosa/p
7896112402244;DoisKa Plus 30 cápsulas gelatinosas moles;113.58;https://www.drogaven.com.br/doiska-plus-30-capsulas-gelatinosas-moles/p
7898964424207;Óleo de Avestruz Strut 120 Cápsulas;156.8;https://www.drogaven.com.br/oleo-de-avestruz-strut-viva-omega-3679-1000mg-120cps/p
7891317010362;Furoato de Mometasona Eurofarma 50mcg, frasco spray com 120 acionamentos de suspensão de uso nasal;43.6;https://www.drogaven.com.br/furoato-de-mometasona-eurofarma-50mcg-frasco-spray-com-120-acionamentos-de-suspensao-de-uso-nasal/p
7891033594368;COLONIA BOTICARIO EGEO CHOC HIGH 90ML;161.29;https://www.drogaven.com.br/colonia-boticario-egeo-choc-high-90ml/p
7896451909381;BALA DOCILE GELATINA BEIJO 70G;5.29;https://www.drogaven.com.br/bala-docile-gelatina-beijo-70g/p
7896004732916;Valsartana Germed Pharma 160mg, 30 comprimidos revestidos;30.48;https://www.drogaven.com.br/valsartana-germed-pharma-160mg-30-comprimidos-revestidos/p
5000456078238;Dapagliflozina Astrazeneca 10mg 30 Comprimidos Revestidos;115.32;https://www.drogaven.com.br/dapagliflozina-10mg-30cpr-astrazeneca-generico-fp/p
7898484852238;MEIA AD 3/4 HELANCA 30/40MMHG N.06 BEGE CURTA (600206);236.82;https://www.drogaven.com.br/meia-ad-34-helanca-3040mmhg-n06-bege-curta-600206/p
7896342452880;JOELHEIRA MERCUR ELASTICA AZUL P 1PAR BC0633-AZ;79.7;https://www.drogaven.com.br/joelheira-mercur-elastica-azul-p-1par-bc0633-az/p
7896112101314;Ibupril Gotas 100mg/mL, frasco com 20mL de suspensão de uso oral;20.36;https://www.drogaven.com.br/ibupril-gotas-100mgml-frasco-com-20ml-de-suspensao-de-uso-oral/p
3337875890021;Sérum Antimanchas La Roche-Posay Mela B3 30ml;309.34;https://www.drogaven.com.br/melab3-serum-30ml/p
7908785405399;ANTHELIOS PROTETOR SOLAR FACIAL HIDRAOX SEM COR FPS60 50G;115.58;https://www.drogaven.com.br/anthelios-protetor-solar-facial-hidraox-sem-cor-fps60-50g/p
7896877603092;FRALDA TOQUINHO HIPER PACOTAO EG 70UN...;54.78;https://www.drogaven.com.br/fralda-toquinho-hiper-pacotao-eg-70un/p
7909843684480;Sandália Havaianas Aloha Bege Palha 39/40;40.17;https://www.drogaven.com.br/havaianas-aloha-bege-palha-3940/p
7896342412297;Órtese para Punho com Tala Mercur P, curto, direito, preto;48.9;https://www.drogaven.com.br/ortese-para-punho-com-tala-mercur-p-curto-direito-preto/p
070847022015;ENERGETICO MONSTER ENERGY GREEN ENERGETICO 473ML LATA;13.62;https://www.drogaven.com.br/energetico-monster-energy-green-energetico-473ml-lata/p
7896191215421;Meia Elástica Masculina Kendall 3/4 20-30 mmHg M, preto;156.7;https://www.drogaven.com.br/meia-masc-alt-cpr-preta-med-kendall/p
8710103962328;CHUPETA PHILIPS AVENT SOOTHIE 4-6 MESES TAM1 NEUTRA 1UN;63.4;https://www.drogaven.com.br/chupeta-philips-avent-soothie-4-6-meses-tam1-neutra-1un/p
7891142115492;Alivium 100mg/mL, frasco com 20mL de suspensão de uso oral;42.62;https://www.drogaven.com.br/alivium-100mgml-frasco-com-20ml-de-suspensao-de-uso-oral/p
7891106005616;ASPIRINA PREVENT 300MG 30CPR...;63.5;https://www.drogaven.com.br/aspirina-prevent-300mg-30cpr/p
0609963220793;PRINCIPIA CONDICIONADOR DERMATOLOGICO ANTICASPA AC-01;48.02;https://www.drogaven.com.br/principia-condicionador-dermatologico-anticaspa-ac-01/p
7896006212386;Creme Hidratante Genom Derma Dermon 20g;61.47;https://www.drogaven.com.br/creme-hidratante-genom-derma-dermon-20g/p
7891010248178;Protetor Solar Facial NeoStrata Minesol Oil Control sem cor, FPS 70 40g;91.83;https://www.drogaven.com.br/protetor-solar-facial-neostrata-minesol-oil-control-sem-cor-fps-70-40g/p
7898430192012;Dprev Cálcio 60 comprimidos revestidos;108.63;https://www.drogaven.com.br/dprev-calcio-60-comprimidos-revestidos/p
7909883231972;BODY SPLASH NATURA TODODIA FLORES 200ML;52.83;https://www.drogaven.com.br/body-splash-natura-tododia-flores-200ml/p
3282770146172;Creme Reparador Protetor Facial Avène Cicalfate+ 20mL;50.22;https://www.drogaven.com.br/creme-reparador-protetor-facial-avene-cicalfate-20ml/p
7896112409779;Biolme Olmesartana Medoxomila 20mg 30 comprimidos;45.14;https://www.drogaven.com.br/biolme-20mg-30cpr/p
7891024132005;Creme Dental Colgate Tripla Ação Menta Original (90g);6.0;https://www.drogaven.com.br/creme-dental-colgate-tripla-acao-menta-original-90g/p
4005900498205;Loção Hidratante Corporal Firmador Nivea Q10 + Vitamina C Pele Seca à Extrasseca 200mL;29.3;https://www.drogaven.com.br/locao-hidratante-corporal-firmador-nivea-q10-vitamina-c-pele-seca-a-extrasseca-200ml/p
7896046703387;Pó Descolorante Lightner proteínas do leite 20g;8.24;https://www.drogaven.com.br/po-descolorante-lightner-proteinas-do-leite-20g/p
7896658011863;Flogoral 1,5mg/mL, frasco com 250mL de colutório sabor menta + 1 copo medidor;41.38;https://www.drogaven.com.br/flogoral-15mgml-frasco-com-250ml-de-colutorio-sabor-menta-1-copo-medidor/p
7891721022845;Flexive CDM 350mg/g, bisnaga com 50g de creme de uso dermatológico;81.71;https://www.drogaven.com.br/flexive-cdm-350mgg-bisnaga-com-50g-de-creme-de-uso-dermatologico/p
7898966313578;D-OMEGA OMEGA 3 1200MG+VITAMINA D 1000UI 60CPS;68.5;https://www.drogaven.com.br/d-omega-omega-3-1200mgvitamina-d-1000ui-60cps/p
7908240895475;DESOD.SPRAY NATURA KAIAK OCEANO MASC 100ML;55.23;https://www.drogaven.com.br/desodspray-natura-kaiak-oceano-masc-100ml/p
7891040075546;Película Protetora Cavilon sem ardor, spray com 28mL;185.71;https://www.drogaven.com.br/pelicula-protetora-cavilon-sem-ardor-spray-com-28ml/p
7506339398434;Creme Dental Infantil Oral-B Stages com flúor, Frozen, tutti-frutti com 100g;14.21;https://www.drogaven.com.br/creme-dental-infantil-oral-b-stages-com-fluor-frozen-tutti-frutti-com-100g/p
7896331705799;HELIODERM SUNCARE KIT FPS30 120ML+FACIAL FPS50 50G;58.7;https://www.drogaven.com.br/helioderm-suncare-kit-fps30-120mlfacial-fps50-50g/p
7898074614857;Ursacol 50mg, 30 comprimidos;59.21;https://www.drogaven.com.br/ursacol-50mg-30-comprimidos/p
630941797624;Good Vit Whey 100% Chocolate Belga com HMB / Coenzima Q10 (900g);117.5;https://www.drogaven.com.br/goodvit-whey-100-900g-chocolate-belga-com-hmbcoenzima-q10/p
8712400655200;CUBITAN CHOCOLATE 200ML;0.0;https://www.drogaven.com.br/cubitan-chocolate-200ml/p
